Address,City,Price,Lot size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden
Prins Frederik Hendriklaan 25,Naarden,886500,183.0,1939,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin
Koetshuis 14,Oss,775000,218.0,1998,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg,Achtertuin en voortuin
Amerstraat 102,Spijkenisse,399900,94.0,1990,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,"Aan park, aan rustige weg, aan vaarwater, in woonwijk, open ligging en vrij uitzicht",
Fazant 19,Muntendam,325000,124.0,2011,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Roordaburg 48,Leeuwarden,300000,111.0,1981,Bestaande bouw,"Eengezinswoning, eindwoning",Dwarskap bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Badhuisweg 58,Apeldoorn,625000,159.0,1915,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",F,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin"
Burgemeester van Everdingenstraat 11,Beusichem,475000,159.0,1988,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Speenkruid 63,Pijnacker,695000,193.0,2013,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen en een zolder,A,In woonwijk en vrij uitzicht,Achtertuin
Groenelaan 69,Beverwijk,495000,159.0,1922,Bestaande bouw,"Eengezinswoning, hoekwoning",Schilddak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,Aan drukke weg en beschutte ligging,"Achtertuin, voortuin en zijtuin"
Het Spangoor 8,Warnsveld,799000,175.0,2003,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,A+,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin"
Meester Haddersstraat 28,Wijster,500000,200.0,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen en riet,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,F,In woonwijk,Zijtuin
Marijkelaan 19,Buren (GE),395000,86.0,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Sambeekseweg 17,Boxmeer,795000,303.0,1949,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,E,"Aan drukke weg, in centrum en in woonwijk",Tuin rondom
Pieter Jelles Troelstralaan 6,Zaandam,525000,158.0,2004,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan drukke weg en in woonwijk,Zonneterras
Beatrixstraat 31,Andel,585000,239.0,1905,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,Aan drukke weg en aan vaarwater,Voortuin en zijtuin
's-Gravenweg 255,Capelle aan den IJssel,550000,78.0,1920,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een vliering,G,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Buitenhaven 23 b,Den Bosch,475000,85.0,1988,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,2 kamers (1 slaapkamer),1 badkamer,1 woonlaag,C,"Aan rustige weg, aan vaarwater, aan water, in centrum en vrij uitzicht",
Nienoordlaan 10,Spijkenisse,655000,195.0,2001,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras"
Waterlinie 465,Eindhoven,639500,169.0,2010,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,A+,"Aan rustige weg, aan water, open ligging en vrij uitzicht",Zonneterras
Govert Flinckstraat 134 hs,Amsterdam,1095000,131.0,1881,Bestaande bouw,,Mansarde dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin
Sawahstraat 1,Purmerend,725000,165.0,1997,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,Aan vaarwater en in woonwijk,Achtertuin en voortuin
Daalweg 21,Enschede,284000,77.0,1964,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Laaressingel 1,Enschede,225000,65.0,1959,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,Aan drukke weg en in centrum,Achtertuin en patio/atrium
Meander 723,Amstelveen,295000,60.0,1961,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,1 woonlaag,F,Aan rustige weg en in centrum,
De Keur 14,Bovenkarspel,619000,186.0,1991,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan vaarwater, in woonwijk en open ligging","Achtertuin, voortuin en zijtuin"
Boerhaavelaan 130,Hengelo (OV),1500000,594.0,2011,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,11 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A+,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk",Tuin rondom
Plaggenweg 31,Kootwijkerbroek,889000,154.0,1923,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met riet,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom en zonneterras
Dingspel 26,Zuidwolde (DR),579900,155.0,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan bosrand, aan rustige weg en in woonwijk","Achtertuin, voortuin en zijtuin"
C.F. Klaarstraat 201,Enschede,325000,92.0,1978,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,B,"Aan rustige weg, in centrum en vrij uitzicht",
Fabriekslaan 89,Drachten,259000,76.0,1932,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Aan rustige weg en in centrum,Achtertuin en voortuin
Kapelledries 25,Bergeijk,565000,182.0,1994,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Karel Doormanlaan 25,Voorschoten,1295000,205.0,1968,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,In woonwijk en vrij uitzicht,Tuin rondom
Waterwijk 37 a,Eindhoven,800000,205.0,2019,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,A+,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras"
Brusselstraat 8,Enschede,295000,89.0,1959,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Veilinghof 11,Obdam,375000,87.0,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin"
Nijeveense Bovenboer 39 a,Nijeveen,435000,131.0,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer,2 woonlagen,D,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Roerdomplaan 24,Emmeloord,310000,106.0,2000,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin"
Koeweg 2,Emst,1049000,209.0,Voor 1906,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen en riet,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom
Lavermanstraat 50,Drachten,242500,123.0,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Willem Dreesstraat 67,Herten,525000,165.0,2004,Bestaande bouw,"Bungalow, geschakelde woning (patiowoning)",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Patio/atrium
Raadhuisplein 8,Drachten,400000,127.0,2014,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,In centrum,
Blauwbloemstraat 1,Ridderkerk,365000,95.0,1955,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin
Moerdijkse Postbaan 19,Breda,649000,124.0,1938,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,,Achtertuin en voortuin
Toorenvliedtwegje 1,Middelburg,875000,370.0,1950,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras"
Heivlinderweg 36,Diemen,850000,159.0,1994,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin
Graadt van Roggenstraat 49,Nijmegen,400000,123.0,1980,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag,C,In centrum en in woonwijk,
Westrikstraat 3,Wesepe,375000,131.0,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Willem Royaardsstraat 6,Amsterdam,3650000,308.0,1939,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,10 kamers (8 slaapkamers),2 badkamers en 2 aparte toiletten,5 woonlagen,D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin
Auvergnelaan 2,Eindhoven,550000,144.0,1988,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin
Touwbaan 98,Middelburg,332500,101.0,1990,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,D,"Aan rustige weg, aan vaarwater, aan water, in centrum en vrij uitzicht",
Van Kretschmar van Veenlaan 67,Hilversum,625000,100.0,1952,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin"
Leeuwerikenstraat 9,Zandvoort,849000,122.0,1958,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan bosrand, aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin"
Horst 4,Sint-Oedenrode,775000,209.0,2008,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,A,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Houtplein 2 I,Haarlem,750000,129.0,1920,Bestaande bouw,,,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In centrum,
Capelsedreef 10,Sprang-Capelle,749000,148.0,1960,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met kunststof,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,,Tuin rondom
Beukenweg 17,Wormerveer,350000,84.0,1933,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Spoorstraat 14,Breda,395000,99.0,1898,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In centrum,Zonneterras
Jodendijk 3,Eefde,1185000,261.0,1993,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan bosrand, beschutte ligging, buiten bebouwde kom en in bosrijke omgeving","Achtertuin, tuin rondom, voortuin en zijtuin"
Longinastraat 113,Maastricht,849000,180.0,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin"
Dr. Albert Schweitzerdreef 355,Maassluis,350000,126.0,1980,Bestaande bouw,,,4 kamers (3 slaapkamers),1 badkamer,1 woonlaag,A,In woonwijk en vrij uitzicht,
Vriesdonk 1,Biezenmortel,845000,275.0,2011,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met kunststof en pannen,8 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Lammerts van Buerenstraat 2,Franeker,925000,251.0,1973,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met leisteen en pannen,10 kamers (4 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras"
Gasthuisvest 35,Haarlem,1033333,163.0,1880,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met overig,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,F,Aan water en in centrum,Achtertuin
Easter Omwei 22,Hurdegaryp,275000,138.0,1976,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Beschutte ligging en in woonwijk,Achtertuin en voortuin
Eendenveld 54,Emmen,279000,104.0,1991,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin
Boerrigterstraat 15,Epe,369000,121.0,2004,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In centrum,
Lofoten 15,Amersfoort,1059000,224.0,2008,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Lavendelhof 19,Schijndel,329000,90.0,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Cyclaamtuin 11,Pijnacker,575000,131.0,2023,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A+++,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Hoefsmid 8,Wijchen,459000,124.0,2010,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin
Jachtlustweg 25,Wijckel,775000,198.0,1874,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers,2 woonlagen,B,In bosrijke omgeving en vrij uitzicht,Achtertuin en voortuin
Hantumerweg 7,Dokkum,395000,115.0,1938,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,Open ligging,"Plaats, voortuin, zijtuin en zonneterras"
Marktstraat 1,Marum,499000,191.0,1930,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Tuin rondom
Pastoor Jutenlaan 7,Willemstad,Prijs op aanvraag,154.0,1978,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Maasboulevard 265,Spijkenisse,650000,147.0,1997,Bestaande bouw,,Plat dak,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,A,"Aan water, open ligging en vrij uitzicht",
Kreuzestraat 47,Hollandscheveld,625000,210.0,1996,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Tuin rondom
Burgemeester Knappertlaan 234 a,Schiedam,325000,139.0,1930,Bestaande bouw,,Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan drukke weg en in woonwijk,
Panamalaan 16 + PP,Amsterdam,825000,131.0,2001,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer,1 woonlaag,B,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",
Paulus Potterstraat 1 b,Enkhuizen,499000,160.0,1931,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,D,Aan rustige weg en in centrum,Zonneterras
Beverwijkerstraatweg 78,Castricum,625000,135.0,1910,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,In bosrijke omgeving en vrij uitzicht,"Achtertuin, voortuin en zijtuin"
Enkweg 15,Nunspeet,589000,130.0,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers,2 woonlagen,E,In centrum,Tuin rondom
Dokter de Ridderhof 2,Hedel,450000,101.0,1983,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Leeuwarderstraatweg 8,Heerenveen,340000,121.0,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,"Aan rustige weg, aan water, in centrum en in woonwijk",Achtertuin en voortuin
Dravietdijk 10,Roosendaal,435000,179.0,1980,Bestaande bouw,"Eengezinswoning, verspringend",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin
Hugo Verrieststraat 6,Waalwijk,450000,103.0,1956,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,Tuin rondom
Peperkers 18,IJmuiden,799000,171.0,2004,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Sarabandestraat 11,Venray,285000,106.0,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
van Rijckevorselstraat 14,Driebergen-Rijsenburg,1200000,374.0,1890,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met pannen,13 kamers (8 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,D,In bosrijke omgeving en in woonwijk,Tuin rondom
Hoogmadeseweg 26,Leiderdorp,599000,149.0,1928,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Heigank 93,Landgraaf,325000,229.0,1935,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,"2 woonlagen, een zolder en een kelder",F,Aan rustige weg en in woonwijk,Achtertuin
Prattenburgseberg 52,Amersfoort,795000,152.0,2003,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,A+,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras"
